timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
127232000,0,0.97710896,-0.0024342043,0.009030074,-0.21255523,0.0,0.0,0.0,0.0,0
127244000,0,0.97710896,-0.0024344956,0.009030525,-0.21255523,0.0,0.0,0.0,0.0,0
127252000,0,0.97710896,-0.002434494,0.009030905,-0.21255523,0.0,0.0,0.0,0.0,0
127264000,0,0.97710896,-0.0024347848,0.009031407,-0.21255523,0.0,0.0,0.0,0.0,0
127272000,0,0.97710896,-0.0024349778,0.009031708,-0.21255523,0.0,0.0,0.0,0.0,0
127284000,0,0.97710896,-0.0024350712,0.009032238,-0.21255523,0.0,0.0,0.0,0.0,0
127292000,0,0.97710896,-0.0024352642,0.009032593,-0.21255523,0.0,0.0,0.0,0.0,0
127304000,0,0.97710896,-0.0024355522,0.009033045,-0.21255523,0.0,0.0,0.0,0.0,0
127312000,0,0.9771089,-0.0024357436,0.0090333475,-0.21255523,0.0,0.0,0.0,0.0,0
127324000,0,0.9771089,-0.0024360304,0.009033801,-0.21255521,0.0,0.0,0.0,0.0,0
127332000,0,0.9771089,-0.0024362213,0.009034104,-0.21255521,0.0,0.0,0.0,0.0,0
127344000,0,0.9771089,-0.002436507,0.009034557,-0.21255521,0.0,0.0,0.0,0.0,0
127352000,0,0.9771089,-0.0024365035,0.009034992,-0.21255521,0.0,0.0,0.0,0.0,0
127364000,0,0.9771089,-0.0024365932,0.009035519,-0.21255521,0.0,0.0,0.0,0.0,0
127372000,0,0.9771089,-0.0024367836,0.00903588,-0.21255521,0.0,0.0,0.0,0.0,0
127384000,0,0.9771089,-0.0024368733,0.009036408,-0.21255521,0.0,0.0,0.0,0.0,0
127392000,0,0.9771089,-0.0024366642,0.009036977,-0.21255523,0.0,0.0,0.0,0.0,0
127404000,0,0.9771089,-0.0024367482,0.009037606,-0.21255523,0.0,0.0,0.0,0.0,0
127412000,0,0.9771089,-0.002436936,0.009037911,-0.21255523,0.0,0.0,0.0,0.0,0
127424000,0,0.9771089,-0.0024370244,0.009038499,-0.21255523,0.0,0.0,0.0,0.0,0
127432000,0,0.9771089,-0.0024370202,0.009038935,-0.21255523,0.0,0.0,0.0,0.0,0
127444000,0,0.97710884,-0.0024371063,0.009039463,-0.21255523,0.0,0.0,0.0,0.0,0
127452000,0,0.9771086,-0.00238603,0.009073257,-0.2125557,0.0,0.0,0.0,0.0,0
127464000,0,0.97710854,-0.002386001,0.009074365,-0.2125557,0.0,0.0,0.0,0.0,0
127472000,0,0.97710854,-0.0023858533,0.009075069,-0.2125557,0.0,0.0,0.0,0.0,0
127484000,0,0.97710854,-0.0023859793,0.009075804,-0.2125557,0.0,0.0,0.0,0.0,0
127492000,0,0.97710854,-0.0023860587,0.009076297,-0.21255572,0.0,0.0,0.0,0.0,0
127504000,0,0.97710854,-0.0023861723,0.009077038,-0.21255572,0.0,0.0,0.0,0.0,0
127512000,0,0.97710854,-0.0023860186,0.009077748,-0.21255572,0.0,0.0,0.0,0.0,0
127524000,0,0.97710854,-0.0023861185,0.00907849,-0.21255572,0.0,0.0,0.0,0.0,0
127532000,0,0.97710854,-0.0023863707,0.009078602,-0.21255572,0.0,0.0,0.0,0.0,0
127544000,0,0.97710854,-0.0023867453,0.009078775,-0.21255572,0.0,0.0,0.0,0.0,0
127552000,0,0.97710854,-0.0023869928,0.009078889,-0.21255572,0.0,0.0,0.0,0.0,0
127564000,0,0.97710854,-0.0023873625,0.009079061,-0.21255574,0.0,0.0,0.0,0.0,0
127572000,0,0.9771085,-0.0023876077,0.009079176,-0.21255574,0.0,0.0,0.0,0.0,0
127584000,0,0.9771085,-0.002387974,0.009079348,-0.21255574,0.0,0.0,0.0,0.0,0
127592000,0,0.9771085,-0.0023881765,0.0090794815,-0.21255574,0.0,0.0,0.0,0.0,0
127604000,0,0.9771085,-0.002388499,0.009079672,-0.21255574,0.0,0.0,0.0,0.0,0
127612000,0,0.9771085,-0.0023887395,0.009079787,-0.21255574,0.0,0.0,0.0,0.0,0
127624000,0,0.9771085,-0.0023890962,0.009079958,-0.21255574,0.0,0.0,0.0,0.0,0
127632000,0,0.9771085,-0.002389298,0.00908009,-0.21255574,0.0,0.0,0.0,0.0,0
127644000,0,0.9771085,-0.002389647,0.009080264,-0.21255574,0.0,0.0,0.0,0.0,0
127652000,0,0.9771085,-0.00238988,0.009080379,-0.21255574,0.0,0.0,0.0,0.0,0
127664000,0,0.9771085,-0.0023902273,0.0090805525,-0.21255574,0.0,0.0,0.0,0.0,0
127672000,0,0.9771085,-0.0023904573,0.009080668,-0.21255574,0.0,0.0,0.0,0.0,0
127684000,0,0.9771085,-0.0023908003,0.009080841,-0.21255574,0.0,0.0,0.0,0.0,0
127692000,0,0.9771085,-0.0023910273,0.009080958,-0.21255574,0.0,0.0,0.0,0.0,0
127704000,0,0.9771085,-0.0023913656,0.009081132,-0.21255574,0.0,0.0,0.0,0.0,0
127712000,0,0.97710824,-0.0023332455,0.00911105,-0.21255629,0.0,0.0,0.0,0.0,0
127724000,0,0.97710824,-0.0023338236,0.0091112275,-0.21255629,0.0,0.0,0.0,0.0,0
127732000,0,0.97710824,-0.0023339908,0.009111418,-0.21255629,0.0,0.0,0.0,0.0,0
127744000,0,0.97710824,-0.002334238,0.00911171,-0.21255629,0.0,0.0,0.0,0.0,0
127752000,0,0.9771082,-0.0023344085,0.009111904,-0.21255629,0.0,0.0,0.0,0.0,0
127764000,0,0.9771082,-0.0023346492,0.009112198,-0.21255629,0.0,0.0,0.0,0.0,0
127772000,0,0.9771082,-0.0023348168,0.009112393,-0.21255629,0.0,0.0,0.0,0.0,0
127784000,0,0.9771082,-0.0023350632,0.009112688,-0.21255629,0.0,0.0,0.0,0.0,0
127792000,0,0.9771082,-0.0023352255,0.009112886,-0.21255629,0.0,0.0,0.0,0.0,0
127804000,0,0.9771082,-0.002335459,0.009113185,-0.21255629,0.0,0.0,0.0,0.0,0
127812000,0,0.9771082,-0.002335615,0.009113387,-0.21255629,0.0,0.0,0.0,0.0,0
127824000,0,0.9771082,-0.0023358488,0.00911369,-0.21255629,0.0,0.0,0.0,0.0,0
127832000,0,0.9771082,-0.0023360031,0.009113892,-0.21255629,0.0,0.0,0.0,0.0,0
127844000,0,0.9771082,-0.0023362264,0.009114199,-0.2125563,0.0,0.0,0.0,0.0,0
127852000,0,0.9771082,-0.0023363756,0.009114407,-0.2125563,0.0,0.0,0.0,0.0,0
127864000,0,0.9771082,-0.0023365996,0.009114719,-0.2125563,0.0,0.0,0.0,0.0,0
127872000,0,0.9771082,-0.0023367475,0.009114929,-0.2125563,0.0,0.0,0.0,0.0,0
127884000,0,0.9771082,-0.002336967,0.009115244,-0.2125563,0.0,0.0,0.0,0.0,0
127892000,0,0.9771082,-0.0023441843,0.00911264,-0.21255623,0.0,0.0,0.0,0.0,0
127904000,0,0.9771081,-0.0023275202,0.009122737,-0.21255636,0.0,0.0,0.0,0.0,0
127912000,0,0.97710806,-0.002312333,0.009131305,-0.21255648,0.0,0.0,0.0,0.0,0
127924000,0,0.9771079,-0.0022804132,0.009149005,-0.21255678,0.0,0.0,0.0,0.0,0
127932000,0,0.9771078,-0.002271163,0.009154692,-0.21255685,0.0,0.0,0.0,0.0,0
127944000,0,0.97710776,-0.0022465137,0.009165979,-0.21255708,0.0,0.0,0.0,0.0,0
127952000,0,0.9771077,-0.0022414413,0.009169192,-0.2125571,0.0,0.0,0.0,0.0,0
127964000,0,0.9771076,-0.0022058394,0.009187234,-0.21255742,0.0,0.0,0.0,0.0,0
127972000,0,0.9771078,-0.002250875,0.009158824,-0.21255696,0.0,0.0,0.0,0.0,0
127984000,0,0.9771077,-0.002212435,0.0091752885,-0.21255726,0.0,0.0,0.0,0.0,0
127992000,0,0.9771076,-0.0021921573,0.00918492,-0.21255742,0.0,0.0,0.0,0.0,0
128004000,0,0.9771075,-0.0021747064,0.009192425,-0.21255757,0.0,0.0,0.0,0.0,0
128012000,0,0.97710985,-0.0022486162,0.008963492,-0.21255589,0.0,0.0,0.0,0.0,0
128024000,0,0.97710985,-0.0022489494,0.008964435,-0.21255589,0.0,0.0,0.0,0.0,0
128032000,0,0.97710985,-0.0022490802,0.0089648,-0.21255589,0.0,0.0,0.0,0.0,0
128044000,0,0.97710985,-0.0022495175,0.00896543,-0.21255589,0.0,0.0,0.0,0.0,0
128052000,0,0.9771099,-0.002263096,0.00896005,-0.21255574,0.0,0.0,0.0,0.0,0
128064000,0,0.9771099,-0.002262159,0.008961389,-0.21255575,0.0,0.0,0.0,0.0,0
128072000,0,0.9771099,-0.0022616538,0.008962072,-0.21255577,0.0,0.0,0.0,0.0,0
128084000,0,0.97710985,-0.0022613397,0.008962888,-0.21255577,0.0,0.0,0.0,0.0,0
128092000,0,0.97710985,-0.002261164,0.00896346,-0.21255578,0.0,0.0,0.0,0.0,0
128104000,0,0.97710985,-0.0022609227,0.008964338,-0.21255578,0.0,0.0,0.0,0.0,0
128112000,0,0.97710985,-0.0022607716,0.0089649325,-0.2125558,0.0,0.0,0.0,0.0,0
128124000,0,0.97710985,-0.00226044,0.008965965,-0.2125558,0.0,0.0,0.0,0.0,0
128132000,0,0.97710985,-0.0022601727,0.008966689,-0.2125558,0.0,0.0,0.0,0.0,0
128144000,0,0.97710985,-0.0022599837,0.008967624,-0.21255581,0.0,0.0,0.0,0.0,0
128152000,0,0.9771098,-0.0022598593,0.008968251,-0.21255581,0.0,0.0,0.0,0.0,0
128164000,0,0.9771098,-0.002259542,0.008969315,-0.21255583,0.0,0.0,0.0,0.0,0
128172000,0,0.9771098,-0.002259419,0.008969953,-0.21255583,0.0,0.0,0.0,0.0,0
128184000,0,0.9771098,-0.002259091,0.008971024,-0.21255583,0.0,0.0,0.0,0.0,0
128192000,0,0.9771098,-0.002258966,0.008971671,-0.21255584,0.0,0.0,0.0,0.0,0
128204000,0,0.9771098,-0.002258778,0.008972636,-0.21255584,0.0,0.0,0.0,0.0,0
128212000,0,0.9771098,-0.002258653,0.008973277,-0.21255584,0.0,0.0,0.0,0.0,0
128224000,0,0.97710973,-0.0022584663,0.008974235,-0.21255586,0.0,0.0,0.0,0.0,0
128232000,0,0.97710973,-0.0022583422,0.008974871,-0.21255586,0.0,0.0,0.0,0.0,0
128244000,0,0.97710973,-0.0022581567,0.008975821,-0.21255586,0.0,0.0,0.0,0.0,0
128252000,0,0.97710973,-0.0022578612,0.008976549,-0.21255587,0.0,0.0,0.0,0.0,0
128264000,0,0.97710973,-0.0022576756,0.008977487,-0.21255587,0.0,0.0,0.0,0.0,0
128272000,0,0.97710973,-0.0022575532,0.008978106,-0.21255587,0.0,0.0,0.0,0.0,0
128284000,0,0.97710973,-0.0022573667,0.008979038,-0.21255589,0.0,0.0,0.0,0.0,0
128292000,0,0.97710973,-0.0022570593,0.008979762,-0.21255589,0.0,0.0,0.0,0.0,0
128304000,0,0.9771097,-0.0022566402,0.0089807995,-0.2125559,0.0,0.0,0.0,0.0,0
128312000,0,0.9771097,-0.0022564172,0.008981388,-0.2125559,0.0,0.0,0.0,0.0,0
128324000,0,0.9771097,-0.002255854,0.008982325,-0.21255592,0.0,0.0,0.0,0.0,0
128332000,0,0.9771097,-0.0022555336,0.008982786,-0.21255592,0.0,0.0,0.0,0.0,0
128344000,0,0.9771097,-0.002255163,0.008983485,-0.21255593,0.0,0.0,0.0,0.0,0
128352000,0,0.9771097,-0.0022548079,0.008984182,-0.21255593,0.0,0.0,0.0,0.0,0
128364000,0,0.9771097,-0.0022544048,0.008985099,-0.21255594,0.0,0.0,0.0,0.0,0
128372000,0,0.9771096,-0.00225431,0.008985605,-0.21255594,0.0,0.0,0.0,0.0,0
128384000,0,0.9771096,-0.0022538805,0.00898665,-0.21255596,0.0,0.0,0.0,0.0,0
128392000,0,0.9771096,-0.0022538125,0.008987166,-0.21255596,0.0,0.0,0.0,0.0,0
128404000,0,0.9771096,-0.002253716,0.0089879455,-0.21255597,0.0,0.0,0.0,0.0,0
128412000,0,0.9771096,-0.0022536526,0.008988467,-0.21255597,0.0,0.0,0.0,0.0,0
128424000,0,0.9771096,-0.002253559,0.008989251,-0.21255597,0.0,0.0,0.0,0.0,0
128432000,0,0.9771096,-0.0022534977,0.008989775,-0.21255599,0.0,0.0,0.0,0.0,0
128444000,0,0.9771096,-0.0022534102,0.008990558,-0.21255599,0.0,0.0,0.0,0.0,0
128452000,0,0.9771096,-0.0022533552,0.0089910785,-0.21255599,0.0,0.0,0.0,0.0,0
128464000,0,0.97710955,-0.002253191,0.008991998,-0.212556,0.0,0.0,0.0,0.0,0
128472000,0,0.97710955,-0.0022531438,0.0089925155,-0.212556,0.0,0.0,0.0,0.0,0
128484000,0,0.97710955,-0.0022529904,0.008993432,-0.21255602,0.0,0.0,0.0,0.0,0
128492000,0,0.97710955,-0.0022528633,0.008994093,-0.21255602,0.0,0.0,0.0,0.0,0
128504000,0,0.97710955,-0.002252812,0.00899487,-0.21255602,0.0,0.0,0.0,0.0,0
128512000,0,0.97710955,-0.0022526933,0.008995536,-0.21255603,0.0,0.0,0.0,0.0,0
128524000,0,0.97710955,-0.002252561,0.008996467,-0.21255603,0.0,0.0,0.0,0.0,0
128532000,0,0.9771095,-0.0022524449,0.008997137,-0.21255603,0.0,0.0,0.0,0.0,0
128544000,0,0.9771095,-0.0022523163,0.008998073,-0.21255605,0.0,0.0,0.0,0.0,0
128552000,0,0.9771095,-0.00225229,0.008998605,-0.21255605,0.0,0.0,0.0,0.0,0
128564000,0,0.9771095,-0.0022522511,0.0089994045,-0.21255605,0.0,0.0,0.0,0.0,0
128572000,0,0.9771095,-0.0022522255,0.008999938,-0.21255606,0.0,0.0,0.0,0.0,0
128584000,0,0.9771095,-0.0022521878,0.009000741,-0.21255606,0.0,0.0,0.0,0.0,0
128592000,0,0.9771095,-0.0022521631,0.009001277,-0.21255606,0.0,0.0,0.0,0.0,0
128604000,0,0.9771095,-0.0022521266,0.009002082,-0.21255606,0.0,0.0,0.0,0.0,0
128612000,0,0.97710943,-0.0022521021,0.009002619,-0.21255608,0.0,0.0,0.0,0.0,0
128624000,0,0.97710943,-0.0022519808,0.009003561,-0.21255608,0.0,0.0,0.0,0.0,0
128632000,0,0.97710943,-0.0022519536,0.009004095,-0.21255608,0.0,0.0,0.0,0.0,0
128644000,0,0.97710943,-0.0022518337,0.009005031,-0.2125561,0.0,0.0,0.0,0.0,0
128652000,0,0.97710943,-0.0022563364,0.0090040695,-0.21255603,0.0,0.0,0.0,0.0,0
128664000,0,0.97710943,-0.0022566183,0.009004872,-0.21255603,0.0,0.0,0.0,0.0,0
128672000,0,0.97710943,-0.0022565706,0.009005414,-0.21255605,0.0,0.0,0.0,0.0,0
128684000,0,0.97710943,-0.0022564498,0.009006354,-0.21255605,0.0,0.0,0.0,0.0,0
128692000,0,0.9771095,-0.0022690815,0.009000749,-0.21255593,0.0,0.0,0.0,0.0,0
128704000,0,0.97710943,-0.0022688436,0.009001838,-0.21255593,0.0,0.0,0.0,0.0,0
128712000,0,0.97710943,-0.0022688198,0.009002374,-0.21255593,0.0,0.0,0.0,0.0,0
128724000,0,0.97710943,-0.002268779,0.009003179,-0.21255594,0.0,0.0,0.0,0.0,0
128732000,0,0.97710943,-0.002268753,0.009003716,-0.21255594,0.0,0.0,0.0,0.0,0
128744000,0,0.97710943,-0.0022687148,0.009004521,-0.21255594,0.0,0.0,0.0,0.0,0
128752000,0,0.97710943,-0.0022686094,0.009005196,-0.21255596,0.0,0.0,0.0,0.0,0
128764000,0,0.97710943,-0.0022685698,0.009005999,-0.21255596,0.0,0.0,0.0,0.0,0
128772000,0,0.97710943,-0.0022685428,0.009006534,-0.21255596,0.0,0.0,0.0,0.0,0
128784000,0,0.97710943,-0.0022684217,0.009007472,-0.21255597,0.0,0.0,0.0,0.0,0
128792000,0,0.9771094,-0.0022683172,0.009008141,-0.21255597,0.0,0.0,0.0,0.0,0
128804000,0,0.97710943,-0.0022731721,0.009007357,-0.21255592,0.0,0.0,0.0,0.0,0
128812000,0,0.9771094,-0.0022730513,0.009008141,-0.21255593,0.0,0.0,0.0,0.0,0
128824000,0,0.9771094,-0.0022729854,0.009008948,-0.21255593,0.0,0.0,0.0,0.0,0
128832000,0,0.9771094,-0.0022729565,0.009009477,-0.21255593,0.0,0.0,0.0,0.0,0
128844000,0,0.9771094,-0.002277726,0.009008841,-0.21255589,0.0,0.0,0.0,0.0,0
128852000,0,0.9771094,-0.002277657,0.009009469,-0.21255589,0.0,0.0,0.0,0.0,0
128864000,0,0.9771094,-0.0022775175,0.009010419,-0.21255589,0.0,0.0,0.0,0.0,0
128872000,0,0.97710943,-0.0022896053,0.009005042,-0.21255577,0.0,0.0,0.0,0.0,0
128884000,0,0.97710943,-0.0022900396,0.009005726,-0.21255577,0.0,0.0,0.0,0.0,0
128892000,0,0.97710943,-0.0022899832,0.009006275,-0.21255578,0.0,0.0,0.0,0.0,0
128904000,0,0.9771094,-0.0022899378,0.00900708,-0.21255578,0.0,0.0,0.0,0.0,0
128912000,0,0.9771094,-0.0022899103,0.009007617,-0.21255578,0.0,0.0,0.0,0.0,0
